CH_TIMESTAMP,CH_SYMBOL,CH_SERIES,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL
2023-12-14,INFY,EQ,1511.0,1461.35,1463.4,1501.45,12489858,18635369658.15
2023-12-13,INFY,EQ,1476.05,1433.15,1476.0,1449.0,8549258,12369077225.9
2023-12-12,INFY,EQ,1490.0,1467.65,1477.5,1476.05,6103494,9018001007.8
2023-12-11,INFY,EQ,1498.0,1482.0,1490.0,1488.5,3862018,5755686043.5
2023-12-08,INFY,EQ,1494.7,1466.25,1470.4,1491.15,6323433,9365681016.1
2023-12-07,INFY,EQ,1472.85,1461.8,1472.85,1465.9,4424453,6487293482.65
2023-12-06,INFY,EQ,1477.0,1451.05,1456.75,1474.3,5269178,7727707099.8
2023-12-05,INFY,EQ,1466.9,1442.0,1465.8,1453.95,5123039,7427670191.25
2023-12-04,INFY,EQ,1471.9,1449.3,1460.45,1464.35,5511948,8060745711.4
2023-12-01,INFY,EQ,1459.9,1446.15,1459.9,1452.3,3489187,5062651361.85
2023-11-30,INFY,EQ,1460.65,1449.55,1453.25,1455.15,10120867,14730043834.95
2023-11-29,INFY,EQ,1460.7,1449.8,1451.1,1459.6,3875778,5646790254.25
2023-11-28,INFY,EQ,1445.0,1427.05,1444.0,1442.7,3755373,5392424299.0
2023-11-24,INFY,EQ,1452.65,1433.85,1445.55,1437.4,2973195,4281944525.2
2023-11-23,INFY,EQ,1467.9,1447.7,1467.9,1449.25,3186928,4638517071.4
2023-11-22,INFY,EQ,1458.95,1436.2,1436.2,1457.8,3108786,4502747300.2
2023-11-21,INFY,EQ,1450.0,1436.75,1442.0,1439.0,3793135,5466431358.05
2023-11-20,INFY,EQ,1452.0,1433.65,1442.0,1436.6,3584210,5160251818.8
2023-11-17,INFY,EQ,1451.0,1435.05,1441.05,1437.55,4901251,7060746836.6
2023-11-16,INFY,EQ,1453.4,1410.6,1416.1,1444.9,6673907,9600447548.95
2023-11-15,INFY,EQ,1414.0,1393.0,1399.0,1410.5,8551860,11987924650.6
2023-11-13,INFY,EQ,1382.45,1370.85,1379.85,1373.55,3462092,4763794426.75
2023-11-12,INFY,EQ,1389.1,1380.05,1380.05,1388.2,572298,793325412.1
2023-11-10,INFY,EQ,1373.15,1361.0,1369.95,1368.85,2943649,4021487680.45
2023-11-09,INFY,EQ,1397.5,1370.05,1395.9,1374.8,5498051,7588483905.6
2023-11-08,INFY,EQ,1405.0,1386.45,1405.0,1391.0,3550635,4963220499.25
2023-11-07,INFY,EQ,1405.9,1394.85,1400.0,1404.3,2272209,3185082415.9
2023-11-06,INFY,EQ,1407.25,1390.8,1393.9,1403.3,2736381,3823436234.45
2023-11-03,INFY,EQ,1392.0,1377.75,1380.05,1389.05,3349045,4642717150.25
2023-11-02,INFY,EQ,1376.3,1361.65,1370.0,1370.15,3758060,5143812211.55
2023-11-01,INFY,EQ,1377.45,1351.65,1373.05,1354.15,3090672,4209455990.15
2023-10-31,INFY,EQ,1381.15,1363.0,1379.95,1368.4,3451595,4725210925.85
2023-10-30,INFY,EQ,1380.35,1363.1,1380.35,1377.05,2667696,3666930263.25
2023-10-27,INFY,EQ,1385.0,1363.65,1363.65,1380.35,4634358,6395268362.3
2023-10-26,INFY,EQ,1374.0,1353.1,1355.05,1359.45,6357656,8662778308.65
2023-10-25,INFY,EQ,1402.55,1361.3,1399.0,1370.05,6940777,9558470846.45
2023-10-23,INFY,EQ,1432.35,1405.25,1425.6,1408.65,2636516,3737681221.95
2023-10-20,INFY,EQ,1438.5,1425.25,1430.0,1427.25,3928622,5619191744.0
2023-10-19,INFY,EQ,1439.65,1426.1,1426.1,1433.65,6795691,9750232109.0
2023-10-18,INFY,EQ,1454.0,1438.35,1442.0,1440.55,4264837,6168831848.85
2023-10-17,INFY,EQ,1453.35,1438.05,1440.25,1442.45,3923764,5669574246.0
2023-10-16,INFY,EQ,1443.6,1430.0,1432.1,1434.15,4850745,6977526909.4
2023-10-13,INFY,EQ,1438.0,1400.0,1405.0,1431.15,17973439,25639235717.3
2023-10-12,INFY,EQ,1504.4,1452.0,1491.9,1465.5,11081662,16401229152.35
2023-10-11,INFY,EQ,1518.25,1481.45,1497.0,1494.4,7220129,10842661483.8
2023-10-10,INFY,EQ,1497.0,1469.1,1483.9,1495.15,5688951,8474687374.45
2023-10-09,INFY,EQ,1491.0,1462.2,1464.9,1475.45,3567552,5282688692.2
2023-10-06,INFY,EQ,1484.5,1463.3,1469.5,1478.7,3598672,5312535565.05
2023-10-05,INFY,EQ,1475.65,1450.2,1452.0,1463.45,7384621,10807713923.7
2023-10-04,INFY,EQ,1449.95,1418.2,1425.0,1444.35,4510406,6456691190.85
2023-10-03,INFY,EQ,1437.0,1420.3,1436.05,1434.0,4181867,5982333579.75
2023-09-29,INFY,EQ,1446.8,1416.0,1432.1,1435.45,6068968,8695777966.65
2023-09-28,INFY,EQ,1472.6,1435.0,1467.9,1439.45,5814602,8422808365.5
2023-09-27,INFY,EQ,1469.6,1450.05,1456.0,1467.0,3863586,5649738071.45
2023-09-26,INFY,EQ,1479.9,1459.0,1479.15,1460.65,3996528,5855838858.7
2023-09-25,INFY,EQ,1489.85,1471.55,1489.85,1474.15,4217863,6234296799.3
2023-09-22,INFY,EQ,1506.95,1485.2,1491.9,1496.15,5455613,8172750781.15
2023-09-21,INFY,EQ,1504.55,1476.0,1486.55,1501.75,6779195,10122712262.45
2023-09-20,INFY,EQ,1495.1,1476.2,1476.2,1490.25,4169337,6194484928.4
2023-09-18,INFY,EQ,1504.9,1488.0,1504.9,1491.8,3991916,5963027755.0
2023-09-15,INFY,EQ,1518.4,1509.0,1518.0,1511.6,8657816,13092775477.55
2023-09-14,INFY,EQ,1512.55,1499.15,1505.0,1506.95,6444213,9704889706.65
2023-09-13,INFY,EQ,1505.0,1488.65,1505.0,1498.35,4804686,7196063245.95
2023-09-12,INFY,EQ,1504.0,1477.1,1482.5,1501.1,6793161,10138668745.0
2023-09-11,INFY,EQ,1478.05,1464.5,1469.6,1476.45,4182226,6162482962.9
2023-09-08,INFY,EQ,1474.75,1460.2,1463.5,1469.6,3125838,4592675942.5
2023-09-07,INFY,EQ,1473.4,1462.05,1470.6,1466.2,4411743,6473290821.15
2023-09-06,INFY,EQ,1482.9,1463.3,1481.9,1477.45,5075786,7476534609.0
2023-09-05,INFY,EQ,1480.05,1456.5,1465.0,1478.9,5496840,8107502478.25
