CH_TIMESTAMP,CH_SYMBOL,CH_SERIES,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL
2023-09-29,ASIANPAINT,EQ,3195.0,3134.0,3195.0,3161.05,1550585,4899913073.05
2023-09-28,ASIANPAINT,EQ,3289.0,3155.0,3281.8,3170.35,2104381,6725874126.15
2023-09-27,ASIANPAINT,EQ,3309.0,3271.7,3288.0,3301.8,516326,1700884872.25
2023-09-26,ASIANPAINT,EQ,3324.9,3260.35,3323.0,3292.8,834560,2743060927.4
2023-09-25,ASIANPAINT,EQ,3334.8,3271.15,3272.3,3323.25,1422084,4714336174.2
2023-09-22,ASIANPAINT,EQ,3283.6,3221.15,3234.95,3274.85,896521,2924621657.0
2023-09-21,ASIANPAINT,EQ,3261.2,3180.55,3210.0,3244.2,845739,2719086597.95
2023-09-20,ASIANPAINT,EQ,3228.0,3195.0,3206.3,3214.35,901084,2888675679.8
2023-09-18,ASIANPAINT,EQ,3229.9,3190.0,3200.0,3206.3,673602,2167115317.1
2023-09-15,ASIANPAINT,EQ,3240.0,3185.0,3235.0,3196.65,1568607,5016626619.75
2023-09-14,ASIANPAINT,EQ,3294.2,3223.25,3282.0,3240.25,1102554,3578736751.1
2023-09-13,ASIANPAINT,EQ,3284.65,3225.3,3245.0,3277.75,880907,2870266444.4
2023-09-12,ASIANPAINT,EQ,3279.8,3243.0,3260.0,3256.85,554905,1810448074.4
2023-09-11,ASIANPAINT,EQ,3265.0,3242.0,3242.0,3259.4,359345,1169200507.25
2023-09-08,ASIANPAINT,EQ,3263.05,3232.0,3250.55,3238.05,395918,1285764146.05
2023-09-07,ASIANPAINT,EQ,3253.75,3201.25,3225.3,3246.35,923108,2982238499.5
2023-09-06,ASIANPAINT,EQ,3230.0,3195.0,3209.0,3225.3,754106,2424921818.85
2023-09-05,ASIANPAINT,EQ,3248.85,3220.0,3245.0,3223.3,597022,1930016980.2
