Date,Open,High,Low,Close,Volume
2013-12-02,11.100000381469727,11.100000381469727,11.100000381469727,11.100000381469727,0.0
2013-12-03,11.649999618530273,11.649999618530273,11.649999618530273,11.649999618530273,100.0
2013-12-04,12.229999542236328,12.229999542236328,12.229999542236328,12.229999542236328,50.0
2013-12-05,12.84000015258789,12.84000015258789,12.84000015258789,12.84000015258789,300.0
2013-12-06,12.25,12.75,12.25,12.75,21.0
2013-12-09,12.25,12.25,12.25,12.25,9.0
2013-12-10,12.25,12.25,12.25,12.25,0.0
2013-12-11,11.710000038146973,11.710000038146973,11.699999809265137,11.699999809265137,22.0
2013-12-12,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,0.0
2013-12-13,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,0.0
2013-12-16,11.359999656677246,11.359999656677246,11.210000038146973,11.210000038146973,329.0
2013-12-17,11.0,11.770000457763672,11.0,11.770000457763672,335.0
2013-12-18,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,398.0
2013-12-19,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,0.0
2013-12-20,11.75,12.960000038146973,11.75,12.960000038146973,720.0
2013-12-23,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,125.0
2013-12-24,11.800000190734863,11.90999984741211,11.800000190734863,11.90999984741211,525.0
2013-12-26,11.539999961853027,12.5,11.539999961853027,12.5,750.0
2013-12-27,13.119999885559082,13.119999885559082,13.119999885559082,13.119999885559082,500.0
2013-12-30,13.119999885559082,13.119999885559082,13.119999885559082,13.119999885559082,0.0
2013-12-31,13.0,13.0,13.0,13.0,200.0
2014-01-01,13.0,13.0,13.0,13.0,0.0
2014-01-02,13.0,13.0,13.0,13.0,200.0
2014-01-03,13.0,13.0,13.0,13.0,0.0
2014-01-06,13.0,13.0,13.0,13.0,0.0
2014-01-07,13.0,13.0,13.0,13.0,0.0
2014-01-08,13.649999618530273,13.649999618530273,13.649999618530273,13.649999618530273,25.0
2014-01-09,13.649999618530273,13.649999618530273,13.649999618530273,13.649999618530273,0.0
2014-01-10,14.0,14.0,14.0,14.0,3300.0
2014-01-13,14.0,14.0,14.0,14.0,0.0
2014-01-14,14.0,14.0,14.0,14.0,0.0
2014-01-15,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,1000.0
2014-01-16,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-17,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-20,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-21,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-22,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-23,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-24,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-27,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-28,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-29,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-30,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-01-31,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-02-03,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-02-04,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2014-02-05,14.0,14.0,14.0,14.0,10.0
2014-02-06,14.600000381469727,14.600000381469727,14.600000381469727,14.600000381469727,10.0
2014-02-07,14.600000381469727,14.600000381469727,14.600000381469727,14.600000381469727,0.0
2014-02-10,14.600000381469727,14.600000381469727,14.600000381469727,14.600000381469727,10.0
2014-02-11,15.329999923706055,15.329999923706055,15.329999923706055,15.329999923706055,102.0
2014-02-12,15.979999542236328,15.979999542236328,15.979999542236328,15.979999542236328,10.0
2014-02-13,15.979999542236328,15.979999542236328,15.979999542236328,15.979999542236328,0.0
2014-02-14,16.75,16.75,16.75,16.75,100.0
2014-02-17,16.75,16.75,16.75,16.75,0.0
2014-02-18,16.75,16.75,16.75,16.75,0.0
2014-02-19,16.75,16.75,16.75,16.75,0.0
2014-02-20,16.75,16.75,16.75,16.75,0.0
2014-02-21,16.75,16.75,16.75,16.75,0.0
2014-02-24,16.75,16.75,16.75,16.75,0.0
2014-02-25,16.75,16.75,16.75,16.75,0.0
2014-02-26,17.5,17.5,16.75,16.75,4.0
2014-02-27,,,,,
2014-02-28,16.75,16.75,16.75,16.75,0.0
2014-03-03,16.75,16.75,16.75,16.75,0.0
2014-03-04,16.75,16.75,16.75,16.75,0.0
2014-03-05,16.75,16.75,16.75,16.75,0.0
2014-03-06,16.75,16.75,16.75,16.75,0.0
2014-03-07,16.75,16.75,16.75,16.75,0.0
2014-03-10,16.75,16.75,16.75,16.75,0.0
2014-03-11,16.75,16.75,16.75,16.75,0.0
2014-03-12,16.75,16.75,16.75,16.75,0.0
2014-03-13,17.5,17.5,17.5,17.5,1.0
2014-03-14,18.350000381469727,18.350000381469727,17.0,17.0,6.0
2014-03-17,,,,,
2014-03-18,17.0,17.0,17.0,17.0,0.0
2014-03-19,17.0,17.0,17.0,17.0,0.0
2014-03-20,17.0,17.0,17.0,17.0,0.0
