Date,Open,High,Low,Close,Volume
2013-12-02,28.100000381469727,28.100000381469727,28.100000381469727,28.100000381469727,21.0
2013-12-03,26.700000762939453,29.450000762939453,26.700000762939453,29.450000762939453,15.0
2013-12-04,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,0.0
2013-12-05,30.399999618530273,30.700000762939453,30.399999618530273,30.700000762939453,2.0
2013-12-06,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-09,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-10,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-11,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-12,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-13,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-16,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-17,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-18,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-19,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-20,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-23,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,0.0
2013-12-24,29.200000762939453,31.5,29.200000762939453,31.5,451.0
2013-12-26,31.5,31.5,31.5,31.5,0.0
2013-12-27,31.5,31.5,31.5,31.5,0.0
2013-12-30,31.5,31.5,31.5,31.5,0.0
2013-12-31,31.5,31.5,31.5,31.5,0.0
2014-01-01,31.5,31.5,31.5,31.5,0.0
2014-01-02,29.200000762939453,31.5,29.200000762939453,31.5,451.0
2014-01-03,31.5,31.5,31.5,31.5,0.0
2014-01-06,31.5,31.5,31.5,31.5,0.0
2014-01-07,31.5,31.5,31.5,31.5,0.0
2014-01-08,31.5,31.5,31.5,31.5,0.0
2014-01-09,31.5,31.5,31.5,31.5,0.0
2014-01-10,31.5,31.5,31.5,31.5,0.0
2014-01-13,31.5,31.5,31.5,31.5,0.0
2014-01-14,31.5,31.5,31.5,31.5,0.0
2014-01-15,31.5,31.5,31.5,31.5,0.0
2014-01-16,31.5,31.5,31.5,31.5,0.0
2014-01-17,31.5,31.5,31.5,31.5,0.0
2014-01-20,31.5,31.5,31.5,31.5,0.0
2014-01-21,31.5,31.5,31.5,31.5,0.0
2014-01-22,31.5,31.5,31.5,31.5,0.0
2014-01-23,31.5,31.5,31.5,31.5,0.0
2014-01-24,31.5,31.5,31.5,31.5,0.0
2014-01-27,31.5,31.5,31.5,31.5,0.0
2014-01-28,31.5,31.5,31.5,31.5,0.0
2014-01-29,31.5,31.5,31.5,31.5,0.0
2014-01-30,31.5,31.5,31.5,31.5,0.0
2014-01-31,31.5,31.5,31.5,31.5,0.0
2014-02-03,31.5,31.5,31.5,31.5,0.0
2014-02-04,31.5,31.5,31.5,31.5,0.0
2014-02-05,31.5,31.5,31.5,31.5,0.0
2014-02-06,31.5,31.5,31.5,31.5,0.0
2014-02-07,31.5,31.5,31.5,31.5,0.0
2014-02-10,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,2.0
2014-02-11,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-12,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-13,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-14,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-17,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-18,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-19,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-20,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-21,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-24,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-25,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-26,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-02-27,,,,,
2014-02-28,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-03-03,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-03-04,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-03-05,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-03-06,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-03-07,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0.0
2014-03-10,28.5,29.950000762939453,28.5,28.5,12.0
2014-03-11,28.5,28.5,28.5,28.5,0.0
2014-03-12,28.5,28.5,28.5,28.5,0.0
2014-03-13,28.5,28.5,28.5,28.5,0.0
2014-03-14,28.5,28.5,28.5,28.5,0.0
2014-03-17,,,,,
2014-03-18,28.5,28.5,28.5,28.5,0.0
2014-03-19,28.5,28.5,28.5,28.5,0.0
2014-03-20,28.5,28.5,28.5,28.5,0.0
2014-03-21,28.5,28.5,28.5,28.5,0.0
2014-03-24,28.5,28.5,28.5,28.5,0.0
2014-03-25,28.5,28.5,28.5,28.5,0.0
2014-03-26,28.5,28.5,28.5,28.5,0.0
2014-03-27,28.5,28.5,28.5,28.5,0.0
2014-03-28,28.5,28.5,28.5,28.5,0.0
2014-03-31,28.5,28.5,28.5,28.5,0.0
2014-04-01,28.5,28.5,28.5,28.5,0.0
2014-04-02,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,10.0
2014-04-03,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0.0
2014-04-04,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,10.0
2014-04-07,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0.0
2014-04-08,,,,,
2014-04-09,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0.0
2014-04-10,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0.0
2014-04-11,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0.0
2014-04-14,,,,,
2014-04-15,25.75,25.75,25.75,25.75,5.0
2014-04-16,24.5,24.5,24.5,24.5,2.0
2014-04-17,23.299999237060547,23.299999237060547,23.299999237060547,23.299999237060547,5.0
2014-04-21,24.450000762939453,24.450000762939453,22.149999618530273,22.149999618530273,54.0
2014-04-22,21.049999237060547,21.049999237060547,21.049999237060547,21.049999237060547,28.0
2014-04-23,20.0,20.0,20.0,20.0,6.0
2014-04-24,20.0,20.0,20.0,20.0,0.0
2014-04-25,19.0,21.0,19.0,19.0,187.0
2014-04-28,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,9.0
2014-04-29,17.700000762939453,17.700000762939453,17.149999618530273,17.200000762939453,221.0
2014-04-30,16.350000381469727,16.350000381469727,16.350000381469727,16.350000381469727,195.0
2014-05-01,,,,,
2014-05-02,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,226.0
2014-05-05,14.850000381469727,14.850000381469727,14.800000190734863,14.800000190734863,1130.0
2014-05-06,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863,5.0
2014-05-07,14.550000190734863,14.550000190734863,14.300000190734863,14.300000190734863,457.0
2014-05-08,14.050000190734863,14.050000190734863,14.050000190734863,14.050000190734863,610.0
2014-05-09,13.899999618530273,14.300000190734863,13.899999618530273,13.949999809265137,2631.0
2014-05-12,13.800000190734863,14.199999809265137,13.699999809265137,14.199999809265137,972.0
2014-05-13,14.399999618530273,14.449999809265137,14.050000190734863,14.399999618530273,247.0
2014-05-14,14.199999809265137,14.600000381469727,14.149999618530273,14.149999618530273,653.0
2014-05-15,13.899999618530273,14.399999618530273,13.899999618530273,14.399999618530273,1140.0
2014-05-16,14.149999618530273,14.649999618530273,14.149999618530273,14.600000381469727,663.0
2014-05-19,14.449999809265137,14.800000190734863,14.350000381469727,14.699999809265137,607.0
2014-05-20,14.949999809265137,14.949999809265137,14.449999809265137,14.449999809265137,411.0
2014-05-21,14.699999809265137,14.699999809265137,14.199999809265137,14.199999809265137,1211.0
2014-05-22,13.949999809265137,14.399999618530273,13.949999809265137,14.199999809265137,3422.0
2014-05-23,14.0,14.449999809265137,13.949999809265137,14.449999809265137,4983.0
2014-05-26,14.699999809265137,14.699999809265137,14.25,14.699999809265137,4491.0
2014-05-27,14.699999809265137,14.899999618530273,14.449999809265137,14.5,1330.0
2014-05-28,14.75,14.75,14.75,14.75,100.0
2014-05-29,15.0,15.0,14.850000381469727,15.0,625.0
2014-05-30,15.300000190734863,15.300000190734863,14.699999809265137,15.100000381469727,2153.0
2014-06-02,15.0,15.350000381469727,14.800000190734863,14.899999618530273,2078.0
2014-06-03,14.800000190734863,15.149999618530273,14.800000190734863,15.149999618530273,500.0
2014-06-04,14.949999809265137,15.449999809265137,14.899999618530273,15.25,1620.0
2014-06-05,15.050000190734863,15.550000190734863,15.050000190734863,15.550000190734863,847.0
2014-06-06,15.800000190734863,15.850000381469727,15.649999618530273,15.649999618530273,782.0
2014-06-09,15.949999809265137,15.949999809265137,15.949999809265137,15.949999809265137,150.0
2014-06-10,16.25,16.25,16.200000762939453,16.25,1370.0
2014-06-11,16.549999237060547,16.549999237060547,16.549999237060547,16.549999237060547,280.0
2014-06-12,16.799999237060547,16.850000381469727,16.799999237060547,16.850000381469727,345.0
2014-06-13,17.100000381469727,17.149999618530273,16.950000762939453,17.149999618530273,1348.0
2014-06-16,17.450000762939453,17.450000762939453,17.399999618530273,17.399999618530273,200.0
2014-06-17,17.100000381469727,17.649999618530273,17.100000381469727,17.649999618530273,512.0
2014-06-18,17.299999237060547,18.0,17.299999237060547,17.75,750.0
2014-06-19,17.399999618530273,18.0,17.399999618530273,17.850000381469727,344.0
2014-06-20,18.149999618530273,18.149999618530273,17.5,18.149999618530273,1967.0
