Date,Open,High,Low,Close,Volume
2013-12-02,44.75,44.75,41.0,41.0,445.0
2013-12-03,41.0,41.0,41.0,41.0,0.0
2013-12-04,41.0,41.0,41.0,41.0,0.0
2013-12-05,39.25,39.25,39.25,39.25,25.0
2013-12-06,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,20.0
2013-12-09,43.25,43.25,43.25,43.25,175.0
2013-12-10,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,3100.0
2013-12-11,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,0.0
2013-12-12,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,0.0
2013-12-13,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,0.0
2013-12-16,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,0.0
2013-12-17,42.79999923706055,42.79999923706055,42.75,42.75,3100.0
2013-12-18,42.75,42.75,42.75,42.75,1000.0
2013-12-19,44.0,44.0,44.0,44.0,1290.0
2013-12-20,43.79999923706055,44.5,43.79999923706055,44.5,483.0
2013-12-23,44.70000076293945,44.95000076293945,44.70000076293945,44.95000076293945,110.0
2013-12-24,42.79999923706055,42.79999923706055,42.79999923706055,42.79999923706055,100.0
2013-12-26,44.0,44.0,44.0,44.0,150.0
2013-12-27,44.0,44.0,44.0,44.0,165.0
2013-12-30,44.5,44.5,44.0,44.0,863.0
2013-12-31,42.25,42.25,42.25,42.25,4.0
2014-01-01,42.04999923706055,43.95000076293945,42.04999923706055,43.95000076293945,600.0
2014-01-02,42.099998474121094,43.54999923706055,42.099998474121094,42.70000076293945,925.0
2014-01-03,42.04999923706055,42.04999923706055,42.0,42.0,1500.0
2014-01-06,42.70000076293945,42.70000076293945,42.0,42.54999923706055,2000.0
2014-01-07,42.599998474121094,44.599998474121094,42.599998474121094,44.599998474121094,400.0
2014-01-08,44.599998474121094,46.79999923706055,44.599998474121094,46.79999923706055,30.0
2014-01-09,44.5,44.5,44.5,44.5,400.0
2014-01-10,46.650001525878906,46.650001525878906,46.650001525878906,46.650001525878906,6.0
2014-01-13,46.0,46.0,44.349998474121094,44.349998474121094,361.0
2014-01-14,42.20000076293945,42.25,42.150001525878906,42.150001525878906,1220.0
2014-01-15,42.0,43.150001525878906,42.0,42.25,2150.0
2014-01-16,41.0,43.150001525878906,41.0,43.150001525878906,201.0
2014-01-17,41.5,41.5,41.5,41.5,1000.0
2014-01-20,41.5,41.5,40.099998474121094,40.099998474121094,500.0
2014-01-21,39.5,42.099998474121094,39.5,42.099998474121094,1862.0
2014-01-22,41.04999923706055,44.20000076293945,40.0,40.849998474121094,4224.0
2014-01-23,42.79999923706055,42.849998474121094,42.79999923706055,42.849998474121094,551.0
2014-01-24,41.0,41.5,41.0,41.0,1551.0
2014-01-27,39.0,43.04999923706055,39.0,42.599998474121094,765.0
2014-01-28,43.849998474121094,43.849998474121094,41.0,41.0,200.0
2014-01-29,43.0,43.0,43.0,43.0,7.0
2014-01-30,41.0,42.95000076293945,40.900001525878906,42.95000076293945,820.0
2014-01-31,42.0,42.0,41.0,41.0,14892.0
2014-02-03,41.0,41.0,41.0,41.0,0.0
2014-02-04,39.0,42.0,39.0,42.0,900.0
2014-02-05,40.0,40.0,40.0,40.0,10.0
2014-02-06,38.04999923706055,38.04999923706055,38.04999923706055,38.04999923706055,7015.0
2014-02-07,38.0,39.95000076293945,36.150001525878906,39.95000076293945,3011.0
2014-02-10,40.0,40.0,38.0,38.0,16.0
2014-02-11,38.0,38.0,38.0,38.0,0.0
2014-02-12,39.900001525878906,39.900001525878906,39.900001525878906,39.900001525878906,1150.0
2014-02-13,37.95000076293945,38.0,37.95000076293945,37.95000076293945,200.0
2014-02-14,37.95000076293945,37.95000076293945,37.95000076293945,37.95000076293945,0.0
2014-02-17,39.79999923706055,39.79999923706055,36.349998474121094,39.0,567.0
2014-02-18,38.0,39.0,38.0,39.0,320.0
2014-02-19,38.0,38.0,37.099998474121094,38.0,600.0
2014-02-20,38.0,38.0,38.0,38.0,0.0
2014-02-21,39.849998474121094,39.849998474121094,38.849998474121094,38.849998474121094,600.0
2014-02-24,38.0,38.0,38.0,38.0,1000.0
2014-02-25,36.25,36.5,36.20000076293945,36.20000076293945,1536.0
2014-02-26,36.5,38.0,36.5,36.900001525878906,112.0
2014-02-27,,,,,
